dates,simple_state,q.01,q.025,q.05,q.10,q.15,q.20,q.25,q.30,q.35,q.40,q.45,q.50,q.55,q.60,q.65,q.70,q.75,q.80,q.85,q.90,q.95,q.975,q.99,obs,state,truth_confirmed,fcst_date
3/30/2020,florida,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,1,Florida,5473,4/29/2020
3/30/2020,georgia,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,2808,1,Georgia,2808,4/29/2020
3/30/2020,hawaii,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1,Hawaii,175,4/29/2020
3/30/2020,idaho,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1,Idaho,340,4/29/2020
3/30/2020,illinois,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,1,Illinois,5056,4/29/2020
3/30/2020,indiana,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1,Indiana,1786,4/29/2020
3/30/2020,iowa,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1,Iowa,424,4/29/2020
3/30/2020,kansas,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1,Kansas,372,4/29/2020
3/30/2020,kentucky,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1,Kentucky,479,4/29/2020
3/30/2020,louisiana,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,1,Louisiana,4025,4/29/2020
3/30/2020,maine,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1,Maine,275,4/29/2020
3/30/2020,maryland,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1,Maryland,1413,4/29/2020
3/30/2020,massachusetts,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,1,Massachusetts,5752,4/29/2020
3/30/2020,michigan,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,6498,1,Michigan,6498,4/29/2020
3/30/2020,minnesota,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,1,Minnesota,576,4/29/2020
3/30/2020,mississippi,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,1,Mississippi,847,4/29/2020
3/30/2020,missouri,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1,Missouri,1051,4/29/2020
3/30/2020,montana,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1,Montana,171,4/29/2020
3/30/2020,nebraska,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1,Nebraska,145,4/29/2020
3/30/2020,nevada,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1,Nevada,1012,4/29/2020
3/30/2020,newhampshire,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1,New Hampshire,314,4/29/2020
3/30/2020,newjersey,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,1,New Jersey,16636,4/29/2020
3/30/2020,newmexico,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1,New Mexico,237,4/29/2020
3/30/2020,newyork,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,66663,1,New York,66663,4/29/2020
3/30/2020,northcarolina,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1,North Carolina,1313,4/29/2020
3/30/2020,northdakota,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1,North Dakota,109,4/29/2020
3/30/2020,ohio,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1,Ohio,1933,4/29/2020
3/30/2020,oklahoma,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1,Oklahoma,481,4/29/2020
3/30/2020,oregon,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,1,Oregon,606,4/29/2020
3/30/2020,pennsylvania,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,1,Pennsylvania,4155,4/29/2020
3/30/2020,puertorico,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,1,Puerto Rico,174,4/29/2020
3/30/2020,rhodeisland,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,1,Rhode Island,408,4/29/2020
3/30/2020,southcarolina,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,925,1,South Carolina,925,4/29/2020
3/30/2020,southdakota,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1,South Dakota,101,4/29/2020
3/30/2020,tennessee,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1,Tennessee,1917,4/29/2020
3/30/2020,texas,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,1,Texas,3147,4/29/2020
3/30/2020,utah,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,1,Utah,798,4/29/2020
3/30/2020,vermont,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1,Vermont,256,4/29/2020
3/30/2020,virginia,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1,Virginia,1020,4/29/2020
3/30/2020,virginislands,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,Virgin Islands,30,4/29/2020
3/30/2020,washington,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,1,Washington,4923,4/29/2020
3/30/2020,westvirginia,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1,West Virginia,145,4/29/2020
3/30/2020,wisconsin,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1,Wisconsin,1230,4/29/2020
3/30/2020,wyoming,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1,Wyoming,94,4/29/2020
3/31/2020,alabama,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,1,Alabama,987,4/29/2020
3/31/2020,alaska,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1,Alaska,119,4/29/2020
3/31/2020,arizona,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1,Arizona,1289,4/29/2020
3/31/2020,arkansas,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1,Arkansas,523,4/29/2020
3/31/2020,california,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,1,California,8210,4/29/2020
3/31/2020,colorado,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,1,Colorado,2966,4/29/2020
3/31/2020,connecticut,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,3128,1,Connecticut,3128,4/29/2020
3/31/2020,delaware,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1,Delaware,319,4/29/2020
3/31/2020,districtofcolumbia,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,1,District of Columbia,495,4/29/2020
3/31/2020,florida,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,1,Florida,6741,4/29/2020
3/31/2020,georgia,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,1,Georgia,3929,4/29/2020
3/31/2020,hawaii,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1,Hawaii,204,4/29/2020
3/31/2020,idaho,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1,Idaho,515,4/29/2020
3/31/2020,illinois,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,5994,1,Illinois,5994,4/29/2020
3/31/2020,indiana,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,1,Indiana,2158,4/29/2020
3/31/2020,iowa,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1,Iowa,497,4/29/2020
3/31/2020,kansas,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,1,Kansas,434,4/29/2020
3/31/2020,kentucky,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,1,Kentucky,628,4/29/2020
3/31/2020,louisiana,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,5237,1,Louisiana,5237,4/29/2020
3/31/2020,maine,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1,Maine,303,4/29/2020
3/31/2020,maryland,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1,Maryland,1660,4/29/2020
3/31/2020,massachusetts,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,1,Massachusetts,6620,4/29/2020
3/31/2020,michigan,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,7615,1,Michigan,7615,4/29/2020
3/31/2020,minnesota,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,1,Minnesota,629,4/29/2020
3/31/2020,mississippi,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,1,Mississippi,937,4/29/2020
3/31/2020,missouri,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1,Missouri,1357,4/29/2020
3/31/2020,montana,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1,Montana,198,4/29/2020
3/31/2020,nebraska,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1,Nebraska,172,4/29/2020
3/31/2020,nevada,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,1,Nevada,1114,4/29/2020
3/31/2020,newhampshire,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1,New Hampshire,357,4/29/2020
3/31/2020,newjersey,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,18696,1,New Jersey,18696,4/29/2020
3/31/2020,newmexico,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1,New Mexico,315,4/29/2020
3/31/2020,newyork,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,75833,1,New York,75833,4/29/2020
3/31/2020,northcarolina,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1,North Carolina,1535,4/29/2020
3/31/2020,northdakota,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,1,North Dakota,122,4/29/2020
3/31/2020,ohio,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,1,Ohio,2199,4/29/2020
3/31/2020,oklahoma,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,1,Oklahoma,568,4/29/2020
3/31/2020,oregon,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,1,Oregon,690,4/29/2020
3/31/2020,pennsylvania,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,1,Pennsylvania,4963,4/29/2020
3/31/2020,puertorico,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1,Puerto Rico,239,4/29/2020
3/31/2020,rhodeisland,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1,Rhode Island,488,4/29/2020
3/31/2020,southcarolina,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1,South Carolina,1083,4/29/2020
3/31/2020,southdakota,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1,South Dakota,108,4/29/2020
3/31/2020,tennessee,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,1,Tennessee,2391,4/29/2020
3/31/2020,texas,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,1,Texas,3809,4/29/2020
3/31/2020,utah,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1,Utah,888,4/29/2020
3/31/2020,vermont,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1,Vermont,293,4/29/2020
3/31/2020,virginia,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1,Virginia,1249,4/29/2020
3/31/2020,virginislands,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,Virgin Islands,30,4/29/2020
3/31/2020,washington,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,1,Washington,5432,4/29/2020
3/31/2020,westvirginia,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1,West Virginia,162,4/29/2020
3/31/2020,wisconsin,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1,Wisconsin,1412,4/29/2020
3/31/2020,wyoming,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1,Wyoming,109,4/29/2020
4/1/2020,alabama,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1,Alabama,1060,4/29/2020
4/1/2020,alaska,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1,Alaska,132,4/29/2020
4/1/2020,arizona,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1,Arizona,1530,4/29/2020
4/1/2020,arkansas,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,1,Arkansas,584,4/29/2020
4/1/2020,california,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,9399,1,California,9399,4/29/2020
4/1/2020,colorado,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,1,Colorado,2982,4/29/2020
4/1/2020,connecticut,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,1,Connecticut,3557,4/29/2020
4/1/2020,delaware,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1,Delaware,368,4/29/2020
4/1/2020,districtofcolumbia,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,1,District of Columbia,586,4/29/2020
4/1/2020,florida,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,1,Florida,6956,4/29/2020
4/1/2020,georgia,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,1,Georgia,4638,4/29/2020
4/1/2020,hawaii,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1,Hawaii,224,4/29/2020
4/1/2020,idaho,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,1,Idaho,566,4/29/2020
4/1/2020,illinois,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,1,Illinois,6980,4/29/2020
4/1/2020,indiana,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564,1,Indiana,2564,4/29/2020
4/1/2020,iowa,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,1,Iowa,547,4/29/2020
4/1/2020,kansas,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1,Kansas,485,4/29/2020
4/1/2020,kentucky,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,1,Kentucky,632,4/29/2020
4/1/2020,louisiana,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,1,Louisiana,6424,4/29/2020
4/1/2020,maine,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1,Maine,303,4/29/2020
4/1/2020,maryland,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1,Maryland,1986,4/29/2020
4/1/2020,massachusetts,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,7738,1,Massachusetts,7738,4/29/2020
4/1/2020,michigan,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,9315,1,Michigan,9315,4/29/2020
4/1/2020,minnesota,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,1,Minnesota,689,4/29/2020
4/1/2020,mississippi,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1,Mississippi,1073,4/29/2020
4/1/2020,missouri,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1,Missouri,1613,4/29/2020
4/1/2020,montana,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1,Montana,208,4/29/2020
4/1/2020,nebraska,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1,Nebraska,210,4/29/2020
4/1/2020,nevada,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1,Nevada,1279,4/29/2020
4/1/2020,newhampshire,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1,New Hampshire,367,4/29/2020
4/1/2020,newjersey,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,22255,1,New Jersey,22255,4/29/2020
4/1/2020,newmexico,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1,New Mexico,340,4/29/2020
4/1/2020,newyork,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,83948,1,New York,83948,4/29/2020
4/1/2020,northcarolina,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,1,North Carolina,1675,4/29/2020
4/1/2020,northdakota,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,1,North Dakota,142,4/29/2020
4/1/2020,ohio,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,1,Ohio,2547,4/29/2020
4/1/2020,oklahoma,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,1,Oklahoma,721,4/29/2020
4/1/2020,oregon,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,1,Oregon,736,4/29/2020
4/1/2020,pennsylvania,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,6009,1,Pennsylvania,6009,4/29/2020
4/1/2020,puertorico,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1,Puerto Rico,286,4/29/2020
4/1/2020,rhodeisland,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,1,Rhode Island,566,4/29/2020
4/1/2020,southcarolina,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1,South Carolina,1293,4/29/2020
4/1/2020,southdakota,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1,South Dakota,129,4/29/2020
4/1/2020,tennessee,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,1,Tennessee,2933,4/29/2020
4/1/2020,texas,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,1,Texas,4355,4/29/2020
4/1/2020,utah,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1,Utah,888,4/29/2020
4/1/2020,vermont,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1,Vermont,321,4/29/2020
4/1/2020,virginia,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1,Virginia,1483,4/29/2020
4/1/2020,virginislands,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,Virgin Islands,30,4/29/2020
4/1/2020,washington,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,5608,1,Washington,5608,4/29/2020
4/1/2020,westvirginia,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1,West Virginia,191,4/29/2020
4/1/2020,wisconsin,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1,Wisconsin,1556,4/29/2020
4/1/2020,wyoming,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1,Wyoming,130,4/29/2020
4/2/2020,alabama,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1,Alabama,1233,4/29/2020
4/2/2020,alaska,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1,Alaska,143,4/29/2020
4/2/2020,arizona,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1,Arizona,1715,4/29/2020
4/2/2020,arkansas,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,1,Arkansas,643,4/29/2020
4/2/2020,california,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,10773,1,California,10773,4/29/2020
4/2/2020,colorado,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,1,Colorado,3342,4/29/2020
4/2/2020,connecticut,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,1,Connecticut,3824,4/29/2020
4/2/2020,delaware,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1,Delaware,393,4/29/2020
4/2/2020,districtofcolumbia,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,1,District of Columbia,653,4/29/2020
4/2/2020,florida,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,1,Florida,9008,4/29/2020
4/2/2020,georgia,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,1,Georgia,5348,4/29/2020
